Staff Key,faculty,school,broad_category,broad_contract_type,contract_type,contract_category,grade,gender,calc_fte,start_date,reporting_date
1050592 3,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,12/09/2024 00:00,30/06/2025 00:00
1020929 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,27/01/2004 00:00,30/06/2025 00:00
1110426 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,M,1,10/09/2007 00:00,30/06/2025 00:00
1050479 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,0.8,08/04/2013 00:00,30/06/2025 00:00
1160488 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,M,1,31/01/2014 00:00,30/06/2025 00:00
1110553 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,08/01/2020 00:00,30/06/2025 00:00
1012457 5,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,24/08/1987 00:00,30/06/2025 00:00
1052776 5,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.6,01/10/1990 00:00,30/06/2025 00:00
1130515 5,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.8,28/11/2016 00:00,30/06/2025 00:00
1083379 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,01/10/1994 00:00,30/06/2025 00:00
1050903 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,01/11/2003 00:00,30/06/2025 00:00
1080480 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Computer,Grade 7,M,1,08/04/2013 00:00,30/06/2025 00:00
1100515 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,11/12/2023 00:00,30/06/2025 00:00
1140530 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,01/03/2018 00:00,30/06/2025 00:00
1120552 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,18/11/2019 00:00,30/06/2025 00:00
1002225 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/1989 00:00,30/06/2025 00:00
1020546 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,0.6,01/06/1998 00:00,30/06/2025 00:00
1040551 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/09/1998 00:00,30/06/2025 00:00
1020668 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/2000 00:00,30/06/2025 00:00
1050403 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/08/2005 00:00,30/06/2025 00:00
1000473 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/09/2012 00:00,30/06/2025 00:00
1050477 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,14/11/2012 00:00,30/06/2025 00:00
1050481 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/07/2013 00:00,30/06/2025 00:00
1030488 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,02/01/2014 00:00,30/06/2025 00:00
1100490 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/06/2014 00:00,30/06/2025 00:00
1060491 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/07/2014 00:00,30/06/2025 00:00
1020491 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/07/2014 00:00,30/06/2025 00:00
1030570 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/01/2022 00:00,30/06/2025 00:00
1130570 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/05/2022 00:00,30/06/2025 00:00
1030888 2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/09/2003 00:00,30/06/2025 00:00
1010495 2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 2,F,1,01/01/2015 00:00,30/06/2025 00:00
1030949 3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 3,M,1,01/01/2005 00:00,30/06/2025 00:00
1110539 4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 4,F,0.2,01/12/2018 00:00,30/06/2025 00:00
1062133 3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent (Flex Retirement),Academic Non-Clinical,Professorial Range 3,M,0.6,01/01/1984 00:00,30/06/2025 00:00
1000570 2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Perm on temp appt,Academic Non-Clinical,Professorial Range 2,F,1,09/02/2022 00:00,30/06/2025 00:00
1050863 8,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 8,F,0.86,27/05/2002 00:00,30/06/2025 00:00
1150541C2,"Arts, Humanities and Social Sciences",School of Law,Research,Fixed,Fixed-term,Research,AC2,F,1,31/03/2021 00:00,31/07/2025 00:00
1150568C2,"Arts, Humanities and Social Sciences",School of Law,Research,Fixed,Fixed-term,Research,AC2,F,0.5,01/10/2021 00:00,31/07/2025 00:00
1140577C2,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC2,M,0.2,01/01/2023 00:00,31/07/2025 00:00
1010584C2,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC2,F,1,18/09/2023 00:00,31/07/2025 00:00
1150589C2,"Arts, Humanities and Social Sciences",School of Law,Research,Fixed,Fixed-term,Research,AC2,F,1,14/08/2024 00:00,31/07/2025 00:00
1150589C2,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Fixed,Fixed-term,Academic Non-Clinical (Education),AC2,F,1,01/09/2024 00:00,31/07/2025 00:00
1140580C3,"Arts, Humanities and Social Sciences",School of Law,Academic,Fixed,Fixed-term,Academic Non-Clinical,AC3,F,1,16/10/2023 00:00,31/07/2025 00:00
1160593C2,"Arts, Humanities and Social Sciences",School of Law,Research,Fixed,Fixed-term - SPC,Research,AC2,F,1,01/02/2026 00:00,31/07/2025 00:00
1120541 2,"Arts, Humanities and Social Sciences",School of Law,Academic,Fixed,Fixed-term - SPC,Academic Non-Clinical,Professorial Range 2,M,0.2,21/01/2019 00:00,31/07/2025 00:00
1160893C5,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Perm on temp appt,Academic Non-Clinical,AC5,M,1,01/09/2003 00:00,31/07/2025 00:00
1070581C2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC2,M,1,01/09/2023 00:00,31/07/2025 00:00
1120581C2,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC2,F,0.2,01/08/2023 00:00,31/07/2025 00:00
1130581C2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC2,M,1,01/09/2023 00:00,31/07/2025 00:00
1150589C2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC2,M,1,01/11/2024 00:00,31/07/2025 00:00
1150589C2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC2,F,1,01/08/2024 00:00,31/07/2025 00:00
1060590C2,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC2,F,1,01/11/2024 00:00,31/07/2025 00:00
1120490C3,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,M,0.4,01/11/2019 00:00,31/07/2025 00:00
1050510C3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/07/2016 00:00,31/07/2025 00:00
1130534C3,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,F,1,01/08/2018 00:00,31/07/2025 00:00
1110535C3,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,F,1,27/08/2018 00:00,31/07/2025 00:00
1000550C3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,09/08/2021 00:00,31/07/2025 00:00
1140565C3,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,M,1,14/06/2021 00:00,31/07/2025 00:00
1020567C3,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,M,1,01/09/2021 00:00,31/07/2025 00:00
1130569C3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/11/2021 00:00,31/07/2025 00:00
1010576C3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,M,1,01/12/2022 00:00,31/07/2025 00:00
1140576C3,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC3,F,1,09/01/2023 00:00,31/07/2025 00:00
1140578C3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/02/2023 00:00,31/07/2025 00:00
1070584C3,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC3,F,1,01/10/2023 00:00,31/07/2025 00:00
1050415C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/10/2006 00:00,31/07/2025 00:00
1050419C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/01/2007 00:00,31/07/2025 00:00
1000510C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/08/2016 00:00,31/07/2025 00:00
1100512C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2016 00:00,31/07/2025 00:00
1030512C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,12/09/2016 00:00,31/07/2025 00:00
1110520C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,23/06/2017 00:00,31/07/2025 00:00
1130535C4,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,M,1,01/09/2018 00:00,31/07/2025 00:00
1030535C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,20/08/2018 00:00,31/07/2025 00:00
1110535C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2018 00:00,31/07/2025 00:00
1110536C4,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,M,1,10/09/2018 00:00,31/07/2025 00:00
1120544C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/09/2019 00:00,31/07/2025 00:00
1130567C4,"Arts, Humanities and Social Sciences",School of Law,Academic Education,Permanent,Permanent,Academic Non-Clinical (Education),AC4,F,1,01/09/2021 00:00,31/07/2025 00:00
1050567C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,13/09/2021 00:00,31/07/2025 00:00
1130570C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,F,1,01/01/2022 00:00,31/07/2025 00:00
1130570C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,01/01/2022 00:00,31/07/2025 00:00
1050578C4,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC4,M,1,30/01/2023 00:00,31/07/2025 00:00
1050446C5,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/09/2009 00:00,31/07/2025 00:00
1030473C5,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,21/08/2012 00:00,31/07/2025 00:00
1100522C5,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/08/2017 00:00,31/07/2025 00:00
1050523C5,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,M,1,01/09/2017 00:00,31/07/2025 00:00
1140580C5,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,AC5,F,1,01/09/2023 00:00,31/07/2025 00:00
1050579 3,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,20/03/2023 00:00,31/07/2025 00:00
1040580 3,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,01/05/2023 00:00,31/07/2025 00:00
1040580 3,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,09/05/2023 00:00,31/07/2025 00:00
1040584 3,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,16/10/2023 00:00,31/07/2025 00:00
1050592 3,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 3,F,1,12/09/2024 00:00,31/07/2025 00:00
1020929 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,27/01/2004 00:00,31/07/2025 00:00
1110426 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,M,1,10/09/2007 00:00,31/07/2025 00:00
1050479 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,0.8,08/04/2013 00:00,31/07/2025 00:00
1160488 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,M,1,31/01/2014 00:00,31/07/2025 00:00
1110553 4,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 4,F,1,08/01/2020 00:00,31/07/2025 00:00
1012457 5,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,1,24/08/1987 00:00,31/07/2025 00:00
1052776 5,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.6,01/10/1990 00:00,31/07/2025 00:00
1130515 5,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Clerical,Grade 5,F,0.8,28/11/2016 00:00,31/07/2025 00:00
1083379 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,01/10/1994 00:00,31/07/2025 00:00
1050903 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,01/11/2003 00:00,31/07/2025 00:00
1080480 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Computer,Grade 7,M,1,08/04/2013 00:00,31/07/2025 00:00
1100515 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,11/12/2023 00:00,31/07/2025 00:00
1140530 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,01/03/2018 00:00,31/07/2025 00:00
1120552 7,"Arts, Humanities and Social Sciences",School of Law,Professional and Support,Permanent,Permanent,Acad-Rel Administrative,Grade 7,F,1,18/11/2019 00:00,31/07/2025 00:00
1002225 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/1989 00:00,31/07/2025 00:00
1020546 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,0.6,01/06/1998 00:00,31/07/2025 00:00
1040551 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,F,1,01/09/1998 00:00,31/07/2025 00:00
1020668 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/09/2000 00:00,31/07/2025 00:00
1050403 1,"Arts, Humanities and Social Sciences",School of Law,Academic,Permanent,Permanent,Academic Non-Clinical,Professorial Range 1,M,1,01/08/2005 00:00,31/07/2025 00:00
